"slug","symbol","name","date","ranknow","open","high","low","close","volume","market","close_ratio","spread"
"bitcoin","BTC","Bitcoin",2013-06-03,1,122.5,122.5,116,122.22,0,1376180000,0.9569,6.5
"bitcoin","BTC","Bitcoin",2013-06-04,1,120.74,123.84,119.1,121.42,0,1357020000,0.4895,4.74
"bitcoin","BTC","Bitcoin",2013-06-05,1,121.4,123.47,119.9,121.65,0,1365110000,0.4902,3.57
"bitcoin","BTC","Bitcoin",2013-06-06,1,121.9,123.1,117.25,118,0,1371300000,0.1282,5.85
"bitcoin","BTC","Bitcoin",2013-06-07,1,118.97,119,106.42,111.5,0,1338880000,0.4038,12.58
"bitcoin","BTC","Bitcoin",2013-06-08,1,111,111.42,107.3,108.3,0,1249630000,0.2427,4.12
"bitcoin","BTC","Bitcoin",2013-06-09,1,107.89,108.99,88.5,100,0,1215130000,0.5612,20.49
"bitcoin","BTC","Bitcoin",2013-06-10,1,100.44,110.1,95,106.35,0,1131570000,0.7517,15.1
"bitcoin","BTC","Bitcoin",2013-06-11,1,106.35,109.6,104,108.9,0,1198640000,0.875,5.6
"bitcoin","BTC","Bitcoin",2013-06-12,1,109,111.79,106.73,108.15,0,1229000000,0.2806,5.06
"bitcoin","BTC","Bitcoin",2013-06-13,1,108.78,110.3,100.53,104,0,1227030000,0.3552,9.77
"bitcoin","BTC","Bitcoin",2013-06-14,1,103.95,104.7,98,99.98,0,1173060000,0.2955,6.7
"bitcoin","BTC","Bitcoin",2013-06-15,1,100,103.7,98,99.99,0,1128950000,0.3491,5.7
"bitcoin","BTC","Bitcoin",2013-06-16,1,99.8,101.6,98.95,99.51,0,1127120000,0.2113,2.65
"bitcoin","BTC","Bitcoin",2013-06-17,1,99.9,102.21,99,101.7,0,1128720000,0.8411,3.21
"bitcoin","BTC","Bitcoin",2013-06-18,1,101.95,111.11,101.03,107.4,0,1152250000,0.6319,10.08
"bitcoin","BTC","Bitcoin",2013-06-19,1,107.05,110.22,105.75,108.25,0,1210260000,0.5593,4.47
"bitcoin","BTC","Bitcoin",2013-06-20,1,108.25,114.3,107.5,110.15,0,1224210000,0.3897,6.8
"bitcoin","BTC","Bitcoin",2013-06-21,1,111.29,114.99,107.69,109.5,0,1259000000,0.2479,7.3
"bitcoin","BTC","Bitcoin",2013-06-22,1,109.5,109.96,107.51,108.3,0,1239210000,0.3224,2.45
"bitcoin","BTC","Bitcoin",2013-06-23,1,108.2,108.8,106.23,107.6,0,1224980000,0.5331,2.57
"bitcoin","BTC","Bitcoin",2013-06-24,1,107.9,108.33,100.98,102.74,0,1222030000,0.2395,7.35
"bitcoin","BTC","Bitcoin",2013-06-25,1,102.09,106.47,101.01,103.95,0,1156610000,0.5385,5.46
"bitcoin","BTC","Bitcoin",2013-06-26,1,103.33,105.49,102.79,104,0,1171050000,0.4481,2.7
"bitcoin","BTC","Bitcoin",2013-06-27,1,104,104,101.1,101.44,0,1179110000,0.1172,2.9
"bitcoin","BTC","Bitcoin",2013-06-28,1,101.74,101.74,92.33,94.65,0,1153880000,0.2465,9.41
"bitcoin","BTC","Bitcoin",2013-06-29,1,94.66,99.99,93,94.99,0,1074010000,0.2847,6.99
"bitcoin","BTC","Bitcoin",2013-06-30,1,95,98.12,94.22,96.61,0,1078260000,0.6128,3.9
"bitcoin","BTC","Bitcoin",2013-07-01,1,97.51,97.66,86.3,88.05,0,1107130000,0.154,11.36
"bitcoin","BTC","Bitcoin",2013-07-02,1,88.05,92.3,87.51,90.13,0,1000070000,0.547,4.79
"bitcoin","BTC","Bitcoin",2013-07-03,1,90.41,90.98,76.98,77.53,0,1027160000,0.0393,14
"bitcoin","BTC","Bitcoin",2013-07-04,1,78.89,83.11,72,80.53,0,896693000,0.7678,11.11
"bitcoin","BTC","Bitcoin",2013-07-05,1,79.99,80,65.53,68.43,0,909526000,0.2004,14.47
"bitcoin","BTC","Bitcoin",2013-07-06,1,68.5,75,66.82,70.28,0,779255000,0.423,8.18
"bitcoin","BTC","Bitcoin",2013-07-07,1,68.75,74.56,66.62,74.56,0,782352000,1,7.94
"bitcoin","BTC","Bitcoin",2013-07-08,1,76.5,80,72.6,76.52,0,870912000,0.5297,7.4
"bitcoin","BTC","Bitcoin",2013-07-09,1,76,78.3,72.52,76.69,0,865585000,0.7215,5.78
"bitcoin","BTC","Bitcoin",2013-07-10,1,76.72,87,76.2,86.76,0,874138000,0.9778,10.8
"bitcoin","BTC","Bitcoin",2013-07-11,1,88,90.28,85.08,88.98,0,1003090000,0.75,5.2
"bitcoin","BTC","Bitcoin",2013-07-12,1,88.98,104,88.17,93.59,0,1014640000,0.3424,15.83
"bitcoin","BTC","Bitcoin",2013-07-13,1,93.99,98.25,88.06,98.13,0,1072140000,0.9882,10.19
"bitcoin","BTC","Bitcoin",2013-07-14,1,98.7,98.7,92.86,94.69,0,1126260000,0.3134,5.84
"bitcoin","BTC","Bitcoin",2013-07-15,1,93.61,101.9,93.11,98.4,0,1068520000,0.6018,8.79
"bitcoin","BTC","Bitcoin",2013-07-16,1,98.89,99.86,96.14,97.45,0,1129260000,0.3522,3.72
"bitcoin","BTC","Bitcoin",2013-07-17,1,96.71,99.97,96.18,98.5,0,1104760000,0.6121,3.79
"bitcoin","BTC","Bitcoin",2013-07-18,1,98.5,98.8,86.2,90.58,0,1125660000,0.3476,12.6
"bitcoin","BTC","Bitcoin",2013-07-19,1,90.07,95.2,87.8,92.17,0,1029670000,0.5905,7.4
"bitcoin","BTC","Bitcoin",2013-07-20,1,92,93.1,89.27,89.39,0,1052140000,0.0313,3.83
"bitcoin","BTC","Bitcoin",2013-07-21,1,89.82,91.95,88,90.76,0,1027640000,0.6987,3.95
"bitcoin","BTC","Bitcoin",2013-07-22,1,92,92,90.08,91.61,0,1053000000,0.7969,1.92
"bitcoin","BTC","Bitcoin",2013-07-23,1,91.6,96.82,91.6,95.56,0,1048820000,0.7586,5.22
"bitcoin","BTC","Bitcoin",2013-07-24,1,95.56,95.99,93,94.51,0,1094490000,0.505,2.99
"bitcoin","BTC","Bitcoin",2013-07-25,1,94.5,97.33,93.87,96.9,0,1082800000,0.8757,3.46
"bitcoin","BTC","Bitcoin",2013-07-26,1,96.95,97.47,96,96.02,0,1111160000,0.0136,1.47
"bitcoin","BTC","Bitcoin",2013-07-27,1,96.02,97,93,94.12,0,1100900000,0.28,4
"bitcoin","BTC","Bitcoin",2013-07-28,1,94.4,100.58,94,99.76,0,1082750000,0.8754,6.58
"bitcoin","BTC","Bitcoin",2013-07-29,1,98.6,102.5,98.45,101.2,0,1131340000,0.679,4.05
"bitcoin","BTC","Bitcoin",2013-07-30,1,101.49,107.99,100.47,107.99,0,1164940000,1,7.52
"bitcoin","BTC","Bitcoin",2013-07-31,1,107.95,111.34,103.88,106.09,0,1239630000,0.2962,7.46
"bitcoin","BTC","Bitcoin",2013-08-01,1,106.21,108,103.01,104,0,1220190000,0.1984,4.99
"bitcoin","BTC","Bitcoin",2013-08-02,1,104.86,108,101.21,104.5,0,1205070000,0.4845,6.79
"bitcoin","BTC","Bitcoin",2013-08-03,1,104.5,105.78,102,104,0,1201490000,0.5291,3.78
"bitcoin","BTC","Bitcoin",2013-08-04,1,104.95,105.95,103.52,105.14,0,1207100000,0.6667,2.43
"bitcoin","BTC","Bitcoin",2013-08-05,1,105.12,107.77,105,106.22,0,1209520000,0.4404,2.77
"bitcoin","BTC","Bitcoin",2013-08-06,1,106.72,107.38,105.56,106.75,0,1228440000,0.6538,1.82
"bitcoin","BTC","Bitcoin",2013-08-07,1,106.75,106.75,106.75,106.75,0,1229100000,NA,0
"bitcoin","BTC","Bitcoin",2013-08-08,1,106.75,106.75,101.26,103,0,1229100000,0.3169,5.49
"bitcoin","BTC","Bitcoin",2013-08-09,1,103.07,105.75,101.94,102.8,0,1187920000,0.2257,3.81
"bitcoin","BTC","Bitcoin",2013-08-10,1,102.8,103.9,102.41,103,0,1185310000,0.396,1.49
"bitcoin","BTC","Bitcoin",2013-08-11,1,103,105.19,102.75,105,0,1188150000,0.9221,2.44
"bitcoin","BTC","Bitcoin",2013-08-12,1,105,108,103.5,106.64,0,1211790000,0.6978,4.5
"bitcoin","BTC","Bitcoin",2013-08-13,1,106.99,109.35,104.65,109,0,1235340000,0.9255,4.7
"bitcoin","BTC","Bitcoin",2013-08-14,1,109.56,115,108,112.56,0,1265450000,0.6514,7
"bitcoin","BTC","Bitcoin",2013-08-15,1,112.56,113.25,109,109.99,0,1300660000,0.2329,4.25
"bitcoin","BTC","Bitcoin",2013-08-16,1,110,112.3,108.52,108.99,0,1271470000,0.1243,3.78
"bitcoin","BTC","Bitcoin",2013-08-17,1,108.99,113.75,108.22,113.5,0,1260350000,0.9548,5.53
"bitcoin","BTC","Bitcoin",2013-08-18,1,112.75,114.69,112,113.5,0,1304320000,0.5576,2.69
"bitcoin","BTC","Bitcoin",2013-08-19,1,113.38,123.06,111.77,119,0,1312160000,0.6404,11.29
"bitcoin","BTC","Bitcoin",2013-08-20,1,119,123.01,117.51,121.2,0,1377730000,0.6709,5.5
"bitcoin","BTC","Bitcoin",2013-08-21,1,121.21,124.91,119.68,123.3,0,1403890000,0.6922,5.23
"bitcoin","BTC","Bitcoin",2013-08-22,1,123.3,123.5,120.6,121.15,0,1428700000,0.1897,2.9
"bitcoin","BTC","Bitcoin",2013-08-23,1,122,122,118.44,118.5,0,1414290000,0.0169,3.56
"bitcoin","BTC","Bitcoin",2013-08-24,1,118.51,121.39,118.02,120.05,0,1374420000,0.6024,3.37
"bitcoin","BTC","Bitcoin",2013-08-25,1,119.6,122.99,119.17,122.11,0,1387640000,0.7696,3.82
"bitcoin","BTC","Bitcoin",2013-08-26,1,122.11,122.75,119.93,120.06,0,1417200000,0.0461,2.82
"bitcoin","BTC","Bitcoin",2013-08-27,1,120.07,127.24,120.07,126.5,0,1394010000,0.8968,7.17
"bitcoin","BTC","Bitcoin",2013-08-28,1,126.48,127.32,122.62,122.62,0,1468960000,0,4.7
"bitcoin","BTC","Bitcoin",2013-08-29,1,122.62,123.7,122.21,122.39,0,1424680000,0.1208,1.49
"bitcoin","BTC","Bitcoin",2013-08-30,1,122.35,135.75,120.99,133.49,0,1422120000,0.8469,14.76
"bitcoin","BTC","Bitcoin",2013-08-31,1,133.09,140.89,132.72,135.35,0,1547640000,0.3219,8.17
"bitcoin","BTC","Bitcoin",2013-09-01,1,135.14,145.81,134.81,138.34,0,1572230000,0.3209,11
"bitcoin","BTC","Bitcoin",2013-09-02,1,138.63,146.5,134.89,135.85,0,1613600000,0.0827,11.61
"bitcoin","BTC","Bitcoin",2013-09-03,1,135.61,138.34,133,136.77,0,1579180000,0.706,5.34
"bitcoin","BTC","Bitcoin",2013-09-04,1,136.53,144.5,123.61,126.74,0,1590550000,0.1498,20.89
"bitcoin","BTC","Bitcoin",2013-09-05,1,126.76,131.44,121.83,126.43,0,1477250000,0.4787,9.61
"bitcoin","BTC","Bitcoin",2013-09-06,1,126.49,127.34,119.15,119.15,0,1474670000,0,8.19
"bitcoin","BTC","Bitcoin",2013-09-07,1,118.89,125.94,118.46,124.15,0,1386610000,0.7607,7.48
"bitcoin","BTC","Bitcoin",2013-09-08,1,124.13,124.72,120.49,121.66,0,1448180000,0.2766,4.23
"bitcoin","BTC","Bitcoin",2013-09-09,1,121.86,129.06,119.75,127.11,0,1422180000,0.7905,9.31
"bitcoin","BTC","Bitcoin",2013-09-10,1,127.27,129.74,125.9,125.91,0,1485960000,0.0026,3.84
"bitcoin","BTC","Bitcoin",2013-09-11,1,125.89,137.83,123.27,135.25,0,1470450000,0.8228,14.56
"bitcoin","BTC","Bitcoin",2013-09-12,1,135.55,136.08,131.81,133.13,0,1583960000,0.3091,4.27
"bitcoin","BTC","Bitcoin",2013-09-13,1,132.83,137.58,132.27,134.98,0,1552880000,0.5104,5.31
"bitcoin","BTC","Bitcoin",2013-09-14,1,135.01,135.85,128.87,129.22,0,1579050000,0.0501,6.98
"bitcoin","BTC","Bitcoin",2013-09-15,1,129.4,131.44,128.26,130.37,0,1514140000,0.6635,3.18
"bitcoin","BTC","Bitcoin",2013-09-16,1,130.86,132.72,129.77,131.72,0,1531820000,0.661,2.95
"bitcoin","BTC","Bitcoin",2013-09-17,1,131.59,132.76,124.89,131.66,0,1540880000,0.8602,7.87
"bitcoin","BTC","Bitcoin",2013-09-18,1,131.71,133.2,130.54,131.47,0,1542870000,0.3496,2.66
"bitcoin","BTC","Bitcoin",2013-09-19,1,131.37,131.77,128.45,129.65,0,1539430000,0.3614,3.32
"bitcoin","BTC","Bitcoin",2013-09-20,1,129.7,135.62,126.68,127.04,0,1520470000,0.0403,8.94
"bitcoin","BTC","Bitcoin",2013-09-21,1,126.95,128.61,126.24,127.43,0,1488870000,0.5021,2.37
"bitcoin","BTC","Bitcoin",2013-09-22,1,127.87,133.94,126.59,129.12,0,1500260000,0.3442,7.35
"bitcoin","BTC","Bitcoin",2013-09-23,1,128.98,132.72,125.66,125.95,0,1513940000,0.0411,7.06
